primaryTitle,startYear,runtimeMinutes,averageRating,numVotes,directors,Production Budget,Worldwide Gross
Turbo Kid,2015,93,6.7,29506,"François Simard, Anouk Whissell, Yoann-Karl Whissell",60000,0
Bridge of Spies,2015,142,7.6,325731,Steven Spielberg,40000000,162498338
Criminal Activities,2015,94,5.8,9334,Jackie Earle Haley,7000000,386744
By the Sea,2015,122,5.3,22414,Angelina Jolie,20000000,3727746
My All-American,2015,118,7.1,7283,Angelo Pizzo,20000000,2246000
The Lady in the Van,2015,104,6.7,31702,Nicholas Hytner,6000000,42320503
We Are Your Friends,2015,96,6.2,40302,Max Joseph,2000000,10153415
Brothers,2015,156,6.4,13797,Karan Malhotra,13000000,17856688
Cop Car,2015,88,6.3,35085,Jon Watts,5000000,143658
War Room,2015,120,6.4,15919,Alex Kendrick,3000000,73989734
The Overnight,2015,79,6.1,17503,Patrick Brice,200000,1165996
Dope,2015,103,7.2,88914,Rick Famuyiwa,7000000,18190831
Krampus,2015,98,6.2,83642,Michael Dougherty,15000000,61788393
Truth,2015,125,6.8,21125,James Vanderbilt,9600000,6842580
The Perfect Guy,2015,100,5.6,11215,David M. Rosenthal,18000000,60278166
Bajrangi Bhaijaan,2015,163,8.1,96788,"Kabir Khan, Mehmet Tutkun",13000000,121778347
Mustang,2015,97,7.6,40599,Deniz Gamze Ergüven,1400000,5552584
Maze Runner: The Scorch Trials,2015,131,6.3,271948,Wes Ball,61000000,310566162
Do You Believe?,2015,120,6,8154,Jon Gunn,2300000,14628921
Dheepan,2015,115,7.2,16700,Jacques Audiard,9000000,7704357
The Gift,2015,108,7,169836,Joel Edgerton,5000000,58978477
Woodlawn,2015,123,6.4,7774,"Andrew Erwin, Jon Erwin",13000000,14403891
90 Minutes in Heaven,2015,121,4.9,4274,Michael Polish,5000000,4816142
Shark Lake,2015,92,3.4,2606,Jerry Dugan,2000000,0
American Hero,2015,86,5,4440,Nick Love,1000000,107590
"Hail, Caesar!",2016,106,6.3,142180,"Ethan Coen, Joel Coen",22000000,64220196
Silence,2016,161,7.2,121590,Martin Scorsese,46500000,23726626
Warcraft,2016,123,6.7,276545,Duncan Jones,160000000,438899824
The Legend of Tarzan,2016,110,6.2,186997,David Yates,180000000,348902025
The Young Messiah,2016,111,5.7,3847,Cyrus Nowrasteh,16800000,7313697
Free State of Jones,2016,139,6.9,61843,Gary Ross,50000000,23237252
10 Cloverfield Lane,2016,103,7.2,351001,Dan Trachtenberg,15000000,108286422
Doctor Strange,2016,115,7.5,795654,Scott Derrickson,165000000,676343174
Ghostbusters,2016,117,6.8,242760,Paul Feig,144000000,229008658
The Infiltrator,2016,127,7,78090,Brad Furman,47500000,22152137
Passengers,2016,116,7,440289,Morten Tyldum,110000000,302239672
Pride and Prejudice and Zombies,2016,108,5.8,59879,Burr Steers,28000000,16638300
Suicide Squad,2016,123,5.9,717334,David Ayer,175000000,745744980
When the Bough Breaks,2016,107,5.2,7756,Jon Cassar,10000000,30768449
Deadpool,2016,108,8,1109808,Tim Miller,58000000,781947691
Max Steel,2016,92,4.6,20468,Stewart Hendler,10000000,4563080
Central Intelligence,2016,107,6.3,210455,Rawson Marshall Thurber,50000000,217194805
Blair Witch,2016,89,5,49141,Adam Wingard,10000000,38985577
Norm of the North,2016,88,3.4,10106,"Trevor Wall, Lisa Ortiz",18000000,30535660
Zoolander 2,2016,101,4.7,74970,Ben Stiller,50000000,55348693
Jackie,2016,100,6.7,83053,Pablo Larraín,9000000,36588512
Bleed for This,2016,117,6.8,29424,Ben Younger,16000000,7171320
Independence Day: Resurgence,2016,120,5.2,187554,Roland Emmerich,165000000,384169424
Tallulah,2016,111,6.7,21344,Sian Heder,6000000,0
Trolls,2016,92,6.4,90782,"Mike Mitchell, Walt Dohrn",125000000,342831709
Sausage Party,2016,89,6.1,208273,"Conrad Vernon, Greg Tiernan",19000000,141344255
Genius,2016,104,6.5,21148,Michael Grandage,17000000,7265283
Office Christmas Party,2016,105,5.9,87795,"Josh Gordon, Will Speck",45000000,115097874
Triple 9,2016,115,6.3,76408,John Hillcoat,20000000,25943792
Ethel & Ernest,2016,94,7.7,3871,Roger Mainwood,10000000,200447
Hands of Stone,2016,111,6.6,17445,Jonathan Jakubowicz,20000000,5031975
Bad Santa 2,2016,92,5.6,28393,Mark Waters,26000000,23345113
Dirty Grandpa,2016,102,5.9,132058,Dan Mazer,11500000,105078449
Deepwater Horizon,2016,107,7.1,180123,Peter Berg,156000000,122359309
The Edge of Seventeen,2016,104,7.3,138836,Kelly Fremon Craig,9000000,19096003
The Neon Demon,2016,117,6.1,103100,Nicolas Winding Refn,7500000,3559803
The Angry Birds Movie,2016,97,6.3,102344,"Clay Kaytis, Fergal Reilly",73000000,352288341
War Dogs,2016,114,7.1,249121,Todd Phillips,50000000,86234503
The Finest Hours,2016,117,6.7,70287,Craig Gillespie,70000000,49252761
USS Indianapolis: Men of Courage,2016,128,5.3,14163,Mario Van Peebles,40000000,1663785
The Great Wall,2016,103,5.9,144866,Yimou Zhang,150000000,334486852
Hacksaw Ridge,2016,139,8.1,583956,Mel Gibson,40000000,169023926
Collide,2016,99,5.7,17242,Eran Creevy,29200000,5466698
The Accountant,2016,128,7.3,315571,Gavin O'Connor,40000000,152962083
Money Monster,2016,98,6.5,104343,Jodie Foster,27000000,93466095
Kung Fu Panda 3,2016,95,7.1,181471,"Alessandro Carloni, Jennifer Yuh Nelson",140000000,521170825
Finding Dory,2016,97,7.2,299440,"Andrew Stanton, Angus MacLane",200000000,1025006125
The 5th Wave,2016,112,5.2,116275,J Blakeson,38000000,111336398
Live by Night,2016,129,6.4,59523,Ben Affleck,65000000,21774432
The Disappointments Room,2016,91,3.9,10389,D.J. Caruso,15000000,3503761
Keeping Up with the Joneses,2016,105,5.9,67661,Greg Mottola,40000000,28804426
Gods of Egypt,2016,127,5.4,124550,Alex Proyas,140000000,138836756
The Magnificent Seven,2016,132,6.9,226279,Antoine Fuqua,90000000,162122642
Arrival,2016,116,7.9,753847,Denis Villeneuve,47000000,202241353
The Light Between Oceans,2016,133,7.2,59748,Derek Cianfrance,20000000,22281732
Alice Through the Looking Glass,2016,113,6.2,120618,James Bobin,170000000,276928112
Shut In,2016,91,4.8,14641,Farren Blackburn,10000000,11360665
Hell or High Water,2016,102,7.6,249435,David Mackenzie,12000000,37566117
Resident Evil: The Final Chapter,2016,107,5.5,100042,Paul W.S. Anderson,40000000,314101190
Ben-Hur,2016,123,5.7,46425,Timur Bekmambetov,95000000,91669648
Midnight Special,2016,112,6.6,83643,Jeff Nichols,18000000,7680250
Star Trek Beyond,2016,122,7,256885,Justin Lin,185000000,335673708
Fences,2016,139,7.2,116809,Denzel Washington,24000000,64282881
Me Before You,2016,110,7.4,282344,Thea Sharrock,20000000,208064908
The Boss,2016,99,5.4,48416,Ben Falcone,29000000,78652207
The Secret Life of Pets,2016,87,6.5,215240,Chris Renaud,75000000,886013000
Rock Dog,2016,90,5.9,5933,Ash Brannon,60000000,24148488
Mike and Dave Need Wedding Dates,2016,98,6,94556,Jake Szymanski,33000000,75898100
Ride Along 2,2016,102,5.9,62540,Tim Story,40000000,124827316
Zootopia,2016,108,8,538858,"Jared Bush, Byron Howard, Rich Moore",150000000,1002462578
Greater,2016,130,7.4,7916,David L. Hunt,9000000,2000093
Batman v Superman: Dawn of Justice,2016,151,6.5,747870,Zack Snyder,263000000,872395091
A Hologram for the King,2016,98,6.1,47199,Tom Tykwer,35000000,11846010
The Jungle Book,2016,106,7.4,290145,Jon Favreau,175000000,953535821
Inferno,2016,121,6.2,188118,Ron Howard,75000000,219519367
Love & Friendship,2016,90,6.4,26257,Whit Stillman,3000000,23934375
Monster Trucks,2016,104,5.7,18608,Chris Wedge,125000000,61642798
Now You See Me 2,2016,129,6.4,316973,Jon M. Chu,90000000,328325007
Fantastic Beasts and Where to Find Them,2016,132,7.2,503409,David Yates,180000000,811724385
I Am Wrath,2016,92,5.4,15925,Chuck Russell,18000000,309608
Incarnate,2016,87,5.3,14087,Brad Peyton,5000000,9371036
Risen,2016,107,6.3,30296,Kevin Reynolds,20000000,46244066
Sully,2016,96,7.4,294835,Clint Eastwood,60000000,238524556
London Has Fallen,2016,99,5.9,168170,Babak Najafi,60000000,195194085
Antibirth,2016,94,4.9,3595,Danny Perez,2500000,0
Friend Request,2016,92,5.2,27687,Simon Verhoeven,9900000,11310835
The Brothers Grimsby,2016,83,6.2,110087,Louis Leterrier,35000000,28720470
X-Men: Apocalypse,2016,144,6.9,456993,Bryan Singer,178000000,542537546
The Forest,2016,93,4.8,45406,Jason Zada,10000000,40749230
Jack Reacher: Never Go Back,2016,118,6.1,173215,Edward Zwick,60000000,159946489
A Monster Calls,2016,108,7.4,93102,J.A. Bayona,43000000,46414530
Ice Age: Collision Course,2016,94,5.7,73736,"Michael Thurmeier, Galen T. Chu",105000000,402156682
Sing,2016,108,7.1,188617,"Christophe Lourdelet, Garth Jennings",75000000,631064182
Captain America: Civil War,2016,147,7.8,841296,"Anthony Russo, Joe Russo",250000000,1151899586
Race,2016,134,7.1,40540,Stephen Hopkins,5000000,23745772
Moana,2016,107,7.6,371565,"Chris Williams, John Musker, Ron Clements, Don Hall",150000000,629645455
Mechanic: Resurrection,2016,98,5.7,92062,Dennis Gansel,40000000,125729635
Nerve,2016,96,6.5,139253,"Henry Joost, Ariel Schulman",20000000,85583945
The Veil,2016,93,4.7,8137,Phil Joanou,4000000,0
Whiskey Tango Foxtrot,2016,112,6.6,55834,"Glenn Ficarra, John Requa",35000000,25350747
Captain Fantastic,2016,118,7.8,232648,Matt Ross,5000000,21340234
A Street Cat Named Bob,2016,103,7.3,33410,Roger Spottiswoode,8000000,17368520
Barbershop: The Next Cut,2016,111,5.9,16017,Malcolm D. Lee,20000000,54404202
The Girl on the Train,2016,112,6.5,197786,Tate Taylor,45000000,174278214
Allied,2016,124,7.1,166788,Robert Zemeckis,106000000,119266661
Misconduct,2016,106,5.3,17627,Shintaro Shimosawa,11000000,2352511
The BFG,2016,117,6.3,92427,Steven Spielberg,140000000,199646680
The Other Side of the Door,2016,96,5.3,19102,Johannes Roberts,5000000,12905107
Elle,2016,130,7.1,70549,Paul Verhoeven,9100000,16517708
Underworld: Blood Wars,2016,91,5.7,80349,Anna Foerster,35000000,81209222
American Honey,2016,163,7,46048,Andrea Arnold,3500000,2611750
Lion,2016,118,8,248936,Garth Davis,12000000,149117900
Rogue One: A Star Wars Story,2016,133,7.8,679708,Gareth Edwards,200000000,1055083596
My Big Fat Greek Wedding 2,2016,94,6,35166,Kirk Jones,18000000,92096558
La La Land,2016,128,8,655909,Damien Chazelle,20000000,433976135
The Nice Guys,2016,116,7.4,366453,Shane Black,50000000,59596747
31,2016,102,5.1,22755,Rob Zombie,1500000,922727
Yoga Hosers,2016,88,4.3,15342,Kevin Smith,5000000,38767
The Boy,2016,97,6,101024,William Brent Bell,10000000,68220952
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112,5.9,99034,Dave Green,135000000,245328374
Popstar: Never Stop Never Stopping,2016,87,6.7,67585,"Akiva Schaffer, Jorma Taccone",20000000,9537120
The Monster,2016,91,5.4,19111,Bryan Bertino,2700000,86288
Manchester by the Sea,2016,137,7.8,308355,Kenneth Lonergan,8500000,77733867
Swiss Army Man,2016,97,6.9,132350,"Daniel Kwan, Daniel Scheinert",3000000,5837111
The Shallows,2016,86,6.3,142315,Jaume Collet-Serra,13000000,118763442
Code of Honor,2016,106,4.1,2975,Michael Winnick,8000000,0
The Purge: Election Year,2016,108,6,109021,James DeMonaco,10000000,118514727
Florence Foster Jenkins,2016,111,6.8,59107,Stephen Frears,29000000,56000339
Keanu,2016,100,6.2,51664,Peter Atencio,15000000,20688141
Meet the Blacks,2016,94,4.8,37755,Deon Taylor,900000,9097072
The Birth of a Nation,2016,120,6.5,21732,Nate Parker,10000000,16891011
Jason Bourne,2016,123,6.6,240041,Paul Greengrass,120000000,416168316
Mr. Church,2016,104,7.6,30984,Bruce Beresford,8000000,685780
Kicks,2016,80,6.4,4498,Justin Tipping,10000000,150191
Miracles from Heaven,2016,109,7.1,28018,Patricia Riggen,13000000,73773317
The Founder,2016,115,7.2,173392,John Lee Hancock,15000000,24403192
Kubo and the Two Strings,2016,101,7.7,137493,Travis Knight,55000000,77548122
Queen of Katwe,2016,124,7.4,18551,Mira Nair,15000000,10055481
Ouija: Origin of Evil,2016,99,6.2,72327,Mike Flanagan,9000000,81831866
Nine Lives,2016,87,5.3,24141,Barry Sonnenfeld,30000000,57814445
20th Century Women,2016,119,7.3,48943,Mike Mills,7000000,9353729
Neighbors 2: Sorority Rising,2016,92,5.7,129344,Nicholas Stoller,35000000,108757621
Why Him?,2016,111,6.2,122541,John Hamburg,38000000,117425156
Café Society,2016,96,6.6,80783,Woody Allen,30000000,44348292
Morgan,2016,92,5.8,45843,Luke Scott,8000000,7298786
Miss Sloane,2016,132,7.5,81699,John Madden,18000000,7768259
Nocturnal Animals,2016,116,7.5,301238,Tom Ford,22500000,32398681
Patriots Day,2016,133,7.3,111411,Peter Berg,40000000,52837989
Storks,2016,87,6.8,66771,"Nicholas Stoller, Doug Sweetland",70000000,183353431
Denial,2016,109,6.8,23295,Mick Jackson,10000000,9263940
Almost Christmas,2016,111,6.1,7829,David E. Talbert,17000000,42493506
Bad Moms,2016,100,6.2,133703,"Jon Lucas, Scott Moore",20000000,180485601
Fifty Shades of Black,2016,92,3.5,23044,Michael Tiddes,5000000,22113075
Kevin Hart: What Now?,2016,96,5.9,9903,"Leslie Small, Tim Story",10000000,23591043
Loving,2016,123,7,36196,Jeff Nichols,9000000,12898064
Collateral Beauty,2016,97,6.8,104463,David Frankel,36000000,85309093
Hunt for the Wilderpeople,2016,101,7.8,140277,Taika Waititi,2500000,23900842
Personal Shopper,2016,105,6.1,42833,Olivier Assayas,6400000,3804977
Lights Out,2016,81,6.3,140881,David F. Sandberg,5000000,148806510
Sultan,2016,170,7,51482,Ali Abbas Zafar,11000000,72989781
Hidden Figures,2016,127,7.8,251785,Theodore Melfi,25000000,230677636
The Perfect Match,2016,96,4.9,4344,Bille Woodruff,5000000,10182050
Rebirth,2016,100,5,5836,Karl Mueller,2000000,0
Moonlight,2016,111,7.4,328206,Barry Jenkins,1500000,64895106
Middle School: The Worst Years of My Life,2016,92,6.1,9871,Steve Carr,8500000,23311293
Hush,2016,82,6.6,151880,Mike Flanagan,1000000,0
Dangal,2016,161,8.3,207670,Nitesh Tiwari,9500000,305149461
The Eyes of My Mother,2016,76,6.2,14288,Nicolas Pesce,300000,48539
Paterson,2016,118,7.3,88055,Jim Jarmusch,5000000,10727536
Wonder Woman,2017,141,7.3,694066,Patty Jenkins,150000000,817691766
Suburbicon,2017,105,5.8,46929,George Clooney,25000000,15521619
Tulip Fever,2017,105,6.2,22714,Justin Chadwick,25000000,6792768
Rings,2017,102,4.5,42887,F. Javier Gutiérrez,25000000,82917283
Justice League,2017,120,6.1,475475,Zack Snyder,300000000,655945209
Ghost in the Shell,2017,107,6.3,226215,Rupert Sanders,110000000,167910690
Same Kind of Different as Me,2017,119,6.6,8537,Michael Carney,6500000,6468664
Death Note,2017,101,4.6,89851,Adam Wingard,40000000,0
xXx: Return of Xander Cage,2017,107,5.2,96647,D.J. Caruso,85000000,345033359
Downsizing,2017,135,5.8,122057,Alexander Payne,68000000,54462971
It,2017,135,7.3,597598,Andy Muschietti,35000000,701012746
Table 19,2017,87,5.8,30792,Jeffrey Blitz,5000000,4620399
Kidnap,2017,95,5.9,38878,Luis Prieto,21000000,34836080
Baywatch,2017,116,5.5,200142,Seth Gordon,60000000,175863783
The Greatest Showman,2017,105,7.5,306663,Michael Gracey,84000000,429892670
The Foreigner,2017,113,7,122338,Martin Campbell,35000000,145374099
The Dark Tower,2017,95,5.6,144895,Nikolaj Arcel,66000000,113461527
Before I Fall,2017,98,6.4,56293,Ry Russo-Young,5000000,18945682
Beyond Skyline,2017,106,5.3,23266,Liam O'Donnell,20000000,1012368
The Snowman,2017,119,5.2,71016,Tomas Alfredson,35000000,43164679
Pirates of the Caribbean: Dead Men Tell No Tales,2017,129,6.5,340597,"Joachim Rønning, Espen Sandberg",230000000,794861794
Blade Runner 2049,2017,164,8,646354,Denis Villeneuve,185000000,258057665
Overdrive,2017,93,5.4,16270,Antonio Negret,30000000,11247280
American Assassin,2017,111,6.2,88303,Michael Cuesta,63000000,68310140
Father Figures,2017,113,5.5,21103,Lawrence Sher,25000000,21038441
King Arthur: Legend of the Sword,2017,126,6.7,230316,Guy Ritchie,175000000,139630336
Geostorm,2017,109,5.3,116954,Dean Devlin,100000000,220796009
Flatliners,2017,109,5.2,50540,Niels Arden Oplev,20000000,45173738
Sleepless,2017,95,5.6,34017,Baran bo Odar,30000000,33296659
Captain Underpants: The First Epic Movie,2017,89,6.2,31899,David Soren,38000000,126422949
Valerian and the City of a Thousand Planets,2017,136,6.4,195089,Luc Besson,180000000,215098356
Spider-Man: Homecoming,2017,133,7.4,710529,Jon Watts,175000000,878271291
Jumanji: Welcome to the Jungle,2017,119,6.9,417079,Jake Kasdan,90000000,961632807
Alien: Covenant,2017,122,6.4,300578,Ridley Scott,97000000,238521247
Snatched,2017,90,4.7,37380,Jonathan Levine,42000000,60129558
The Mummy,2017,111,5.4,204572,Alex Kurtzman,195000000,409953905
Coco,2017,105,8.4,578237,"Lee Unkrich, Adrian Molina",175000000,796514370
Mudbound,2017,134,7.4,53684,Dee Rees,10000000,53559
Smurfs: The Lost Village,2017,90,6,23860,Kelly Asbury,60000000,197578586
Atomic Blonde,2017,115,6.7,204907,David Leitch,30000000,98345423
Wonder,2017,113,7.9,176516,Stephen Chbosky,20000000,310824596
Going in Style,2017,96,6.6,90838,Zach Braff,24000000,80812424
Churchill,2017,105,6,15702,Jonathan Teplitzky,10000000,7582196
Beauty and the Beast,2017,129,7.1,331330,Bill Condon,160000000,1268697483
Thank You for Your Service,2017,109,6.6,15463,Jason Hall,20000000,9985316
The Shack,2017,132,6.3,38818,Stuart Hazeldine,20000000,96860808
47 Meters Down,2017,89,5.6,60428,Johannes Roberts,5300000,62633705
Little Evil,2017,94,5.7,23099,Eli Craig,7500000,0
The Lego Ninjago Movie,2017,101,6,29519,"Charlie Bean, Paul Fisher, Bob Logan",70000000,122737201
Bitter Harvest,2017,103,5.9,4131,George Mendeluk,21000000,606162
Loving Vincent,2017,94,7.8,62771,"DK Welchman, Hugh Welchman",5500000,44058550
Logan,2017,137,8.1,819745,James Mangold,127000000,614202315
Berlin Syndrome,2017,116,6.3,27348,Cate Shortland,5500000,788191
Jigsaw,2017,92,5.7,91053,"Michael Spierig, Peter Spierig",10000000,104223315
Transformers: The Last Knight,2017,154,5.2,166964,Michael Bay,217000000,602893340
Fist Fight,2017,91,5.6,45341,Richie Keen,25000000,40286416
Murder on the Orient Express,2017,114,6.5,291776,Kenneth Branagh,55000000,351767147
Ferdinand,2017,108,6.7,62801,Carlos Saldanha,111000000,307491645
War for the Planet of the Apes,2017,140,7.4,278033,Matt Reeves,152000000,489592267
Despicable Me 3,2017,89,6.2,150529,"Kyle Balda, Pierre Coffin, Eric Guillon",75000000,1032809657
The Nut Job 2: Nutty by Nature,2017,91,5.5,7205,Cal Brunker,40000000,57424952
Thor: Ragnarok,2017,130,7.9,807503,Taika Waititi,180000000,850482778
The Disaster Artist,2017,104,7.3,162920,James Franco,10000000,28717667
American Made,2017,115,7.1,205027,Doug Liman,50000000,135569212
Girls Trip,2017,122,6.2,40184,Malcolm D. Lee,28000000,140886353
Cars 3,2017,102,6.7,118652,Brian Fee,175000000,383541369
Power Rangers,2017,124,5.9,113248,Dean Israelite,120000000,142531552
Kong: Skull Island,2017,118,6.7,342341,Jordan Vogt-Roberts,185000000,561072059
Only the Brave,2017,134,7.6,76229,Joseph Kosinski,38000000,24555177
The Boss Baby,2017,97,6.3,139322,Tom McGrath,125000000,527909949
Stronger,2017,119,6.9,49052,David Gordon Green,30000000,8786287
Baby Driver,2017,113,7.5,598787,Edgar Wright,34000000,226977991
The Space Between Us,2017,120,6.4,55882,Peter Chelsom,30000000,16481405
The Bye Bye Man,2017,96,4.3,25770,Stacy Title,7400000,31187727
The Lego Batman Movie,2017,104,7.3,170134,Chris McKay,80000000,310563096
My Little Pony: The Movie,2017,99,6.1,7831,Jayson Thiessen,6500000,61294644
The Wall,2017,88,6.2,30329,Doug Liman,3000000,4495262
The Circle,2017,110,5.4,99297,James Ponsoldt,18000000,45497689
Fifty Shades Darker,2017,118,4.6,110102,James Foley,55000000,381367046
Gifted,2017,101,7.6,128572,Marc Webb,7000000,36964656
The House,2017,88,5.6,46690,Andrew Jay Cohen,40000000,31192425
Darkest Hour,2017,125,7.4,217915,Joe Wright,30000000,150807630
The Book of Henry,2017,105,6.6,29242,Colin Trevorrow,10000000,4797845
The Star,2017,86,6.3,9309,Timothy Reckart,20000000,62606549
Battle of the Sexes,2017,121,6.7,59354,"Jonathan Dayton, Valerie Faris",25000000,18445379
The Fate of the Furious,2017,136,6.6,251418,F. Gary Gray,250000000,1235534014
Kingsman: The Golden Circle,2017,141,6.7,358344,Matthew Vaughn,104000000,408803696
It Comes at Night,2017,91,6.2,101852,Trey Edward Shults,5000000,19720203
Pitch Perfect 3,2017,93,5.8,70989,Trish Sie,45000000,185736412
How to Be a Latin Lover,2017,115,6,17360,Ken Marino,10000000,62556228
Rough Night,2017,101,5.2,55407,Lucia Aniello,20000000,46844357
Baahubali 2: The Conclusion,2017,167,8.2,113100,S.S. Rajamouli,30000000,263502914
The Emoji Movie,2017,86,3.4,70303,Tony Leondis,50000000,216564839
The Resurrection of Gavin Stone,2017,91,6.3,2494,Dallas Jenkins,2000000,2303792
Lady Bird,2017,94,7.4,322369,Greta Gerwig,10000000,80120944
"Everything, Everything",2017,96,6.3,42083,Stella Meghie,10000000,61603136
Dunkirk,2017,106,7.8,728162,Christopher Nolan,150000000,512390011
"Three Billboards Outside Ebbing, Missouri",2017,115,8.1,548098,Martin McDonagh,12000000,161158351
Get Out,2017,104,7.8,683271,Jordan Peele,5000000,252297405
Annabelle: Creation,2017,109,6.5,149211,David F. Sandberg,15000000,305384865
All the Money in the World,2017,132,6.8,90288,Ridley Scott,50000000,56890649
Marshall,2017,118,7.3,26389,Reginald Hudlin,12000000,10116816
Happy Death Day,2017,96,6.6,160183,Christopher Landon,5000000,125010260
Wish Upon,2017,90,5.1,22681,John R. Leonetti,12000000,23477345
Wind River,2017,107,7.7,277185,Taylor Sheridan,11000000,44984979
Detroit,2017,143,7.3,55627,Kathryn Bigelow,40000000,26033563
Logan Lucky,2017,118,7,160832,Steven Soderbergh,29000000,49046121
Life,2017,104,6.6,249454,Daniel Espinosa,58000000,101815660
The Big Sick,2017,120,7.5,142537,Michael Showalter,5000000,56868677
Hostiles,2017,134,7.2,94358,Scott Cooper,50000000,36976336
Bright,2017,117,6.3,200260,David Ayer,90000000,0
"I, Tonya",2017,119,7.5,239490,Craig Gillespie,11000000,53797409
The Shape of Water,2017,123,7.3,443697,Guillermo del Toro,19500000,195790794
The Beguiled,2017,93,6.3,61226,Sofia Coppola,10000000,28039038
The Florida Project,2017,111,7.6,126075,Sean Baker,2000000,11275645
Brawl in Cell Block 99,2017,132,7.1,74123,S. Craig Zahler,4000000,79208
Home Again,2017,97,5.8,34734,Hallie Meyers-Shyer,15000000,37336874
Just Getting Started,2017,91,4.6,8231,Ron Shelton,22000000,6756412
Wheelman,2017,82,6.4,22139,Jeremy Rush,5000000,0
Call Me by Your Name,2017,132,7.8,307888,Luca Guadagnino,3500000,41509769
Phantom Thread,2017,130,7.4,143732,Paul Thomas Anderson,35000000,47505098
Let There Be Light,2017,100,4.5,3189,Kevin Sorbo,3000000,7241309
Columbus,2017,104,7.2,20584,Kogonada,700000,1110511
"Roman J. Israel, Esq.",2017,122,6.5,42711,Dan Gilroy,22000000,12967012
Diary of a Wimpy Kid: The Long Haul,2017,91,4.3,10725,David Bowers,22000000,35609577
Épouse-moi mon pote,2017,92,6.1,4008,Tarek Boudali,6000000,22367263
The Case for Christ,2017,112,6.3,10104,Jon Gunn,3000000,17966760
A Ghost Story,2017,92,6.8,78500,David Lowery,100000,2769782
Patti Cake$,2017,109,6.8,10499,Geremy Jasper,1000000,1471090
The Post,2017,116,7.2,160741,Steven Spielberg,50000000,179769457
A Bad Moms Christmas,2017,104,5.6,57348,"Jon Lucas, Scott Moore",28000000,127710550
Phoenix Forgotten,2017,87,5.3,6919,Justin Barber,2800000,3697729
Sweet Country,2017,113,6.9,9183,Warwick Thornton,4000000,2291545
Super Troopers 2,2018,100,6,28166,Jay Chandrasekhar,13500000,31966740
Suspiria,2018,152,6.7,90445,Luca Guadagnino,20000000,8075343
Winchester,2018,99,5.4,36471,"Michael Spierig, Peter Spierig",3500000,45960255
Death Wish,2018,107,6.3,75849,Eli Roth,30000000,48575965
First Man,2018,141,7.3,200317,Damien Chazelle,60000000,105523737
Beautiful Boy,2018,120,7.4,95886,Felix van Groeningen,25000000,17326032
Holmes & Watson,2018,90,3.9,38955,Etan Cohen,42000000,41926605
Den of Thieves,2018,140,7,122125,Christian Gudegast,30000000,80147166
Venom,2018,112,6.6,530695,Ruben Fleischer,116000000,856081053
London Fields,2018,118,3.9,12048,Mathew Cullen,8000000,433732
The Strangers: Prey at Night,2018,85,5.2,34017,Johannes Roberts,5000000,32144262
The Happytime Murders,2018,91,5.5,30192,Brian Henson,40000000,27506412
Tomb Raider,2018,119,6.3,225301,Roar Uthaug,90000000,273477501
12 Strong,2018,130,6.5,90889,Nicolai Fuglsig,35000000,71118378
Aquaman,2018,143,6.8,514350,James Wan,160000000,1134097163
Halloween,2018,106,6.5,167659,David Gordon Green,10000000,255416089
Overboard,2018,112,6,40915,Rob Greenberg,12000000,91244913
Mortal Engines,2018,128,6.1,137787,Christian Rivers,100000000,85481904
The Commuter,2018,104,6.3,124376,Jaume Collet-Serra,40000000,118509836
A Wrinkle in Time,2018,109,4.3,47504,Ava DuVernay,103000000,133214549
Ready Player One,2018,140,7.4,476309,Steven Spielberg,150000000,579055653
Bohemian Rhapsody,2018,134,7.9,583596,Bryan Singer,55000000,879088897
Benji,2018,87,6.3,5394,Brandon Camp,6000000,585333
Gotti,2018,112,4.8,16904,Kevin Connolly,10000000,6601992
Black Panther,2018,134,7.3,829065,Ryan Coogler,200000000,1336494320
Hunter Killer,2018,121,6.6,72176,Donovan Marsh,40000000,29312121
Hell Fest,2018,89,5.5,19217,Gregory Plotkin,5500000,18294883
Second Act,2018,103,5.8,29934,Peter Segal,15700000,63288854
Rampage,2018,107,6.1,182885,Brad Peyton,120000000,427947217
Sherlock Gnomes,2018,86,5.2,13879,John Stevenson,59000000,97459106
Mary Queen of Scots,2018,124,6.3,54701,Josie Rourke,25000000,48481754
Down a Dark Hall,2018,96,5,14826,Rodrigo Cortés,4000000,2842176
The Happy Prince,2018,105,6.3,5835,Rupert Everett,13000000,2394619
Blockers,2018,102,6.2,84918,Kay Cannon,21000000,94523781
Pacific Rim: Uprising,2018,111,5.6,125750,Steven S. DeKnight,155000000,290930148
Game Night,2018,100,6.9,253147,"Jonathan Goldstein, John Francis Daley",37000000,117378084
Bird Box,2018,124,6.6,380475,Susanne Bier,19800000,0
Annihilation,2018,115,6.8,355863,Alex Garland,55000000,43070915
Tag,2018,100,6.5,145214,Jeff Tomsic,28000000,77024944
Red Sparrow,2018,140,6.6,199763,Francis Lawrence,69000000,145951861
Higher Power,2018,93,4.4,3751,Matthew Charles Santoro,500000,528
Another Day of Life,2018,85,7.3,2688,"Raúl de la Fuente, Damian Nenow",9000000,580897
Crazy Rich Asians,2018,120,6.9,187745,Jon M. Chu,30000000,237814149
Extinction,2018,95,5.8,56992,Ben Young,20000000,2360000
